permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/-fame,#fame,http://livfame.com,Media,10000000,operating,IND,16,Mumbai,Mumbai,1,,05-01-2015,05-01-2015
/organization/-qounter,:Qounter,http://www.qounter.com,Application Platforms|Real Time|Social Network Media,700000,operating,USA,DE,DE - Other,Delaware City,2,04-09-2014,01-03-2014,14-10-2014
/organization/-the-one-of-them-inc-,"(THE) ONE of THEM,Inc.",http://oneofthem.jp,Apps|Games|Mobile,3406878,operating,,,,,1,,30-01-2014,30-01-2014
/organization/0-6-com,0-6.com,http://www.0-6.com,Curated Web,2000000,operating,CHN,22,Beijing,Beijing,1,01-01-2007,19-03-2008,19-03-2008
/organization/004-technologies,004 Technologies,http://004gmbh.de/en/004-interact,Software,-,operating,USA,IL,"Springfield, Illinois",Champaign,1,01-01-2010,24-07-2014,24-07-2014
/organization/01games-technology,01Games Technology,http://www.01games.hk/,Games,41250,operating,HKG,,Hong Kong,Hong Kong,1,,01-07-2014,01-07-2014
/organization/0ndine-biomedical-inc,Ondine Biomedical Inc.,http://ondinebio.com,Biotechnology,762851,operating,CAN,BC,Vancouver,Vancouver,2,01-01-1997,11-09-2009,21-12-2009
/organization/0xdata,H2O.ai,http://h2o.ai/,Analytics,33600000,operating,USA,CA,SF Bay Area,Mountain View,4,01-01-2011,03-01-2013,09-11-2015
/organization/1,One Inc.,http://whatis1.com,Mobile,1150050,operating,USA,CA,SF Bay Area,San Francisco,3,01-08-2011,20-07-2011,05-02-2014
/organization/1-2-3-listo,"1,2,3 Listo",http://www.123listo.com,E-Commerce,40000,operating,CHL,12,Santiago,Las Condes,1,01-01-2012,18-02-2013,18-02-2013
/organization/1-4-all,1-4 All,,Entertainment|Games|Software,-,operating,USA,NC,NC - Other,Connellys Springs,1,,21-04-2013,21-04-2013
/organization/1-618-technology,1.618 Technology,http://www.Homeandcondogallery.com,Networking|Real Estate|Web Hosting,-,operating,USA,FL,Orlando,Orlando,1,07-12-2013,22-01-2014,22-01-2014
/organization/1-800-dentist,1-800-DENTIST,http://www.1800dentist.com,Health and Wellness,-,operating,USA,CA,Los Angeles,Los Angeles,1,01-01-1986,19-08-2010,19-08-2010
/organization/1-800-doctors,1-800-DOCTORS,http://1800doctors.com,Health and Wellness,1750000,operating,USA,NJ,Newark,Iselin,1,01-01-1984,02-03-2011,02-03-2011
/organization/1-800-publicrelations-inc-,"1-800-PublicRelations, Inc.",http://www.1800publicrelations.com,Internet Marketing|Media|Public Relations,6000000,operating,USA,NY,New York City,New York,1,24-10-2013,01-02-2015,01-02-2015
/organization/1-mainstream,1 Mainstream,http://www.1mainstream.com,Apps|Cable|Distribution|Software,5000000,acquired,USA,CA,SF Bay Area,Cupertino,1,01-03-2012,17-03-2015,17-03-2015
/organization/1-of-99,1 of 99,,Entertainment|Games,100000,operating,USA,CA,SF Bay Area,Mountain View,1,01-12-2014,13-12-2014,13-12-2014
/organization/10-20-media,10-20 Media,http://www.10-20media.com,E-Commerce,2050000,operating,USA,MD,Baltimore,Woodbine,4,01-01-2001,18-06-2009,28-12-2011
/organization/10-minutes-with,10 Minutes With,http://10minuteswith.com,Education,4400000,operating,GBR,H9,London,London,2,01-01-2013,01-01-2013,09-10-2014
/organization/1000-corks,1000 Corks,http://1000corks.com,Search,40000,operating,USA,OR,"Portland, Oregon",Lake Oswego,1,01-01-2008,23-08-2011,23-08-2011
/organization/1000-markets,1000 Markets,http://www.1000markets.com,Art|E-Commerce|Marketplaces,500000,acquired,USA,WA,Seattle,Seattle,1,01-01-2009,15-05-2009,15-05-2009
/organization/1000chi,Beijing 1000CHI Software Technology,http://www.1000chi.com/,Mobile,43923865,operating,,,,,1,01-01-2008,01-04-2010,01-04-2010
/organization/1000lookz,1000Lookz,http://1000lookz.com,Beauty,-,operating,IND,25,Chennai,Chennai,1,01-01-2008,22-07-2013,22-07-2013
/organization/1000memories,1000memories,http://1000memories.com,Curated Web,2535000,acquired,USA,CA,SF Bay Area,San Francisco,2,01-07-2010,01-01-2010,16-02-2011
/organization/1000museums-com,1000museums.com,http://www.1000museums.com,Curated Web,6795451,operating,USA,MA,MA - Other,Lenox,9,01-01-2008,14-10-2009,13-11-2015
/organization/1001-menus,ZenChef,http://zenchef.com/en/,Local Businesses|Restaurants,10661772.9,operating,FRA,A8,Paris,Paris,5,20-11-2010,15-12-2012,04-11-2015
/organization/1001pharmacies-com,1001pharmacies.com,http://www.1001pharmacies.com/,Cosmetics|Marketplaces,8900000,operating,FRA,A9,Montpellier,Montpellier,1,01-01-2012,09-07-2015,09-07-2015
/organization/1006-tv,1006.tv,http://www.1006.tv/,Games|Media,10000000,operating,CHN,22,Beijing,Beijing,3,01-01-2009,01-01-2011,31-07-2014
/organization/100du-tv,100du.tv,http://www.100du.com,Hospitality,3000000,operating,CHN,23,Shanghai,Shanghai,2,,07-01-2008,13-08-2010
/organization/100e-com,100e.com,http://www.100e.com,Education,4500000,operating,CHN,22,Beijing,Beijing,2,,01-01-2006,01-09-2006
/organization/100health,Redox,http://www.redoxengine.com,Health Care|Health Care Information Technology|Hospitals,4000000,operating,USA,WI,Madison,Madison,2,04-07-2014,26-11-2014,20-10-2015
/organization/100plus,100Plus,http://www.100plus.com,Analytics,1250000,acquired,USA,CA,SF Bay Area,San Francisco,2,16-09-2011,02-11-2011,30-11-2011
/organization/1010data,1010data,http://www.1010data.com,Software,35000000,acquired,USA,NY,New York City,New York,1,01-01-2000,08-03-2010,08-03-2010
/organization/10alike,Cliptone,http://www.cliptone.me/,Advertising|Image Recognition|Sales and Marketing|Social Media|Social Media Advertising,-,operating,CAN,ON,Toronto,Toronto,2,03-03-2012,01-01-2013,01-01-2014
/organization/10bestthings,10BestThings,http://10bestthings.com,Curated Web,50000,closed,USA,OH,Cleveland,Cleveland,1,01-04-2009,01-04-2009,01-04-2009
/organization/10k-2,Beans Around,http://beansaround.com/,Coffee|Delivery|Subscription Service,100000,operating,,,,,1,01-04-2015,04-09-2015,04-09-2015
/organization/10sec,10sec,https://10s.ec/,E-Commerce|Mobile Commerce|Social Commerce,1600000,operating,USA,CA,SF Bay Area,San Francisco,2,08-07-2013,31-10-2013,08-05-2014
/organization/10seconds-software,10seconds Software,http://www.10secondsSoftware.com,Enterprise Software|Mobility|Software,100000,operating,AUS,2,Sydney,Sydney,1,01-07-2009,01-07-2010,01-07-2010
/organization/10six,10Six,http://10sixenergy.com,Batteries|Electronics|Energy,-,operating,USA,NY,New York City,New York,1,,01-02-2014,01-02-2014
/organization/10tracks-2,10tracks,http://10tracks.com,iOS|Mobile|Music,-,operating,,,,,2,01-01-2012,31-07-2013,03-02-2014
/organization/10x-genomics,10X Genomics,http://10xgenomics.com,Biotechnology|Technology,55000000,operating,USA,CA,SF Bay Area,Pleasanton,1,01-01-2012,12-01-2015,12-01-2015
/organization/10x-technologies,10X Technologies,http://10xtechnologies.com,Biotechnology,3550000,operating,USA,CA,SF Bay Area,Oakland,2,01-01-2012,07-11-2012,12-01-2015
/organization/10x10-room,10X10 Room,http://10x10room.com,Software,77500,operating,USA,MA,Boston,Lexington,1,01-01-2010,12-10-2011,12-10-2011
/organization/10°north,10°North,,Fashion,-,operating,CAN,ON,Toronto,Mississauga,1,05-01-2013,12-08-2014,12-08-2014
/organization/11-health,11 Health,http://www.11health.com,Health and Wellness,1958909,operating,GBR,H9,London,London,1,,20-08-2015,20-08-2015
/organization/115-network-disks,115 network disks,http://www.115.com/,EdTech|Education,-,operating,,,,,1,,01-11-2011,01-11-2011
/organization/117go,117go,http://117go.com,Social Travel,20000000,operating,CHN,23,Shanghai,Shanghai,1,01-10-2011,28-04-2014,28-04-2014
/organization/11i-solutions,11i Solutions,http://www.11isolutions.com,Enterprise Software,1800000,closed,USA,AL,Huntsville,Huntsville,1,,22-03-2011,22-03-2011
/organization/12-labs,12 Labs,http://www.getapplause.com/,Health and Wellness|Personal Health,935000,operating,USA,CA,SF Bay Area,Palo Alto,1,01-08-2014,26-11-2014,26-11-2014
/organization/12-star-survival,12 Star Survival,http://www.12starsurvival.com,Sports,-,operating,DNK,21,DNK - Other,Vinding,1,17-07-2013,17-10-2013,17-10-2013
/organization/120-sports,120 Sports,http://www.120sports.com,Sports,-,operating,USA,IL,Chicago,Chicago,1,01-01-2013,20-02-2014,20-02-2014
/organization/121-rentals,121 Rentals,,Real Estate,-,operating,USA,TX,TX - Other,Amarillo,1,12-04-2011,03-09-2014,03-09-2014
/organization/121cast,121cast,http://www.121cast.com,Audio|Mobile|Music,440000,operating,AUS,7,Melbourne,Melbourne,3,01-02-2012,01-05-2012,30-06-2013
/organization/121nexus,121nexus,http://www.121nexus.com,Health Diagnostics|Medical Devices|Personalization|Pharmaceuticals|Politics|Software|Technology,794000,operating,USA,RI,Providence,Providence,6,07-10-2011,06-02-2012,01-01-2014
/organization/1234enter,1234ENTER,http://www.1234enter.com.br,Advertising|Analytics|Business Services|E-Commerce|Education|Internet Marketing|Small and Medium Businesses,650267,operating,,,,,2,01-01-2012,01-09-2012,22-11-2013
/organization/123contactform,123ContactForm,http://www.123contactform.com,E-Commerce|SaaS,1000000,operating,ROM,36,Timisoara,Timisoara,2,01-01-2008,01-01-2010,16-06-2015
/organization/123feng-com,123Feng.Com,http://123feng.com/,,13000000,operating,CHN,2,Hangzhou,Hangzhou,1,01-01-2014,27-10-2015,27-10-2015
/organization/123greetings,123Greetings,http://www.123greetings.com/,Internet,5400000,operating,,,,,1,01-05-1997,23-07-2015,23-07-2015
/organization/123people,yelster digital gmbh (former 123people),http://yelsterdigital.com,Local Search|Software|Web Design,-,acquired,AUT,9,Vienna,Vienna,1,01-01-2007,01-01-2008,01-01-2008
/organization/1248,1248,http://1248.io/index.php/?page=index,Software,378812,operating,GBR,C3,London,Cambridge,1,01-01-2013,18-03-2014,18-03-2014
/organization/128-technology,128 Technology,http://www.128technology.com/,Service Providers|Technology,11999347,operating,USA,MA,Boston,Burlington,1,07-07-2014,16-12-2014,16-12-2014
/organization/12bis,12Bis,http://12bis.com,Publishing|Services,130636,operating,FRA,A8,Paris,Paris,1,01-01-2008,15-03-2012,15-03-2012
/organization/12cm,12cm,http://www.echoss.co.kr,Mobile|Service Providers|Software,1809056,operating,KOR,13,Bundangdong,Bundangdong,1,,11-12-2014,11-12-2014
/organization/12return,12Return,http://www.12return.com,Consumer Goods|Retail|SaaS|Software,619494,operating,NLD,11,NLD - Other,Gorinchem,1,10-12-2010,01-06-2012,01-06-2012
/organization/12society,12Society,http://www.12Society.com,E-Commerce,-,acquired,USA,CA,Los Angeles,West Hollywood,1,01-01-2012,05-04-2012,05-04-2012
/organization/1366-technologies,1366 Technologies,http://www.1366tech.com,Manufacturing,71450000,operating,USA,MA,Boston,Bedford,9,01-01-2007,27-03-2008,09-04-2015
/organization/139shop,139shop,http://www.139shop.com,E-Commerce,-,operating,CHN,,,,1,,01-02-2007,01-02-2007
/organization/13th-lab,13th Lab,http://13thlab.com,Augmented Reality|Computer Vision|Games|iPad|Mobile,700000,acquired,SWE,26,Stockholm,Stockholm,1,01-01-2010,15-06-2012,15-06-2012
/organization/140-proof,140 Proof,http://140proof.com,Advertising|Big Data Analytics|Interest Graph,5500000,operating,USA,CA,SF Bay Area,San Francisco,2,11-01-2010,01-07-2009,28-04-2011
/organization/140fire,140Fire,http://140fire.com,Advertising|Entertainment|Real Time|Social Media|Sports|Video,500000,operating,USA,CA,Los Angeles,Santa Monica,1,01-01-2010,05-05-2010,05-05-2010
/organization/1417,1417,http://1417power.com,Finance|Venture Capital,-,operating,USA,TN,Nashville,Brentwood,1,12-01-2012,21-01-2015,21-01-2015
/organization/15fen,15Fen,http://www.15fen.com/,,-,operating,CHN,30,Guangzhou,Guangzhou,1,,15-12-2013,15-12-2013
/organization/15five,15Five,http://15five.com,Software,3400000,operating,USA,CA,SF Bay Area,San Francisco,3,01-05-2011,01-01-2012,02-10-2014
/organization/15minutesnow,15MinutesNOW,http://15minutesnow.com,Games,200000,operating,,,,,1,19-04-2011,10-05-2011,10-05-2011
/organization/15shopstop,15ShopStop,http://15shopstop.com,Fashion,-,operating,USA,CA,Los Angeles,Los Angeles,1,17-11-2014,17-11-2014,17-11-2014
/organization/16-mile-solutions,16 Mile Solutions,,Software,199957,operating,USA,WA,Seattle,Seattle,1,01-01-2006,11-06-2009,11-06-2009
/organization/169-st,169 ST.,http://www.junebugreview.com,Entertainment|Games,50000,closed,USA,FL,Orlando,Lake Mary,1,15-05-2009,01-06-2009,01-06-2009
/organization/16lab-inc-,16Lab Inc.,http://16lab.net,Design|Development Platforms|Wearables,-,operating,JPN,19,JPN - Other,Kamakura,1,24-04-2013,26-11-2014,26-11-2014
/organization/16wifi,16WiFi,,Public Transportation,16000000,operating,CHN,22,Beijing,Beijing,1,01-01-2011,05-06-2015,05-06-2015
/organization/17-media,17 Media,http://17.media,,10000000,operating,,,,,1,15-07-2015,05-11-2015,05-11-2015
/organization/170-systems,170 Systems,http://www.170systems.com,Software,14000000,acquired,USA,MA,Boston,Bedford,1,01-01-1990,16-04-2002,16-04-2002
/organization/17hats,17hats,https://www.17hats.com,Internet,5250000,operating,USA,CA,Los Angeles,Los Angeles,2,01-01-2014,18-02-2015,15-10-2015
/organization/17u-cn,17u.cn,http://www.17u.cn,Travel,84440319,operating,CHN,4,Shanghai,Suzhou,3,01-01-2004,01-01-2008,17-02-2014
/organization/17zuoye,17zuoye,http://www.17zuoye.com/,Education|Language Learning,135000000,operating,USA,VA,VA - Other,Shanghai,5,01-01-2007,01-01-2011,19-02-2015
/organization/1800diapers,1800Diapers,,Baby Accessories|Kids,7000000,operating,,,,,1,,04-12-2007,04-12-2007
/organization/180solutions,180Solutions,,Advertising|Advertising Platforms|Promotional,40000000,closed,USA,WA,Seattle,Bellevue,1,,05-04-2004,05-04-2004
/organization/1871,1871,http://www.1871.com,Designers|Internet|Non Profit|Startups,2500000,operating,USA,IL,Chicago,Chicago,1,,17-06-2014,17-06-2014
/organization/19pay,19pay,http://www.19pay.com.cn,Finance|FinTech,9478511,operating,CHN,22,Beijing,Beijing,3,01-01-2005,01-01-2006,01-07-2013
/organization/1bib,1bib,http://www.1bib.com,Cars|Curated Web,-,closed,CHN,30,Guangzhou,Guangzhou,1,01-01-2006,07-02-2008,07-02-2008
/organization/1bog,One Block Off the Grid (1BOG),http://1bog.org,Clean Technology|Residential Solar,5000000,closed,USA,CA,SF Bay Area,San Francisco,1,01-11-2008,11-02-2010,11-02-2010
/organization/1c-company,1C Company,http://1c.ru/eng,Games|Software|Video Games,200000000,closed,RUS,48,Moscow,Moscow,1,01-01-1991,03-10-2011,03-10-2011
/organization/1calendar,1calendar,http://1calendar.com,Advertising|Education|Internet|Mobile,40000,operating,DNK,17,Copenhagen,Copenhagen,1,19-01-2009,04-04-2008,04-04-2008
/organization/1cast,1Cast,http://www.1cast.com,Content|Lifestyle|News|Video,-,closed,USA,WA,Seattle,Kirkland,1,01-06-2006,12-08-2008,12-08-2008
/organization/1click,1CLICK,http://1click.io,Chat|Mobile,-,acquired,IND,19,Bangalore,Bangalore,1,01-11-2012,26-01-2014,26-01-2014
/organization/1cloudstar-asia,1CloudStar,http://www.1CloudStar.com,Cloud Computing|Content|Digital Media|Enterprise Software|File Sharing|Search,-,operating,SGP,,Singapore,Singapore,1,01-01-2012,01-08-2013,01-08-2013
/organization/1commmedical,1CommMedical,http://1commmedical.com,Health Care|Insurance|Medical,2500000,operating,USA,IA,Des Moines,Ankeny,1,01-01-2013,27-04-2015,27-04-2015
/organization/1d4-pty,1d4 Pty,http://www.immortaloutdoors.com,Geospatial|Maps|Outdoors,40000,operating,NOR,2,,,1,,11-04-2012,11-04-2012
/organization/1day1song,1Day1Song,http://1day1song.com/,Music Services,-,operating,KOR,11,Seoul,Seoul,1,01-12-2012,01-12-2013,01-12-2013
/organization/1daylater,1DayLater,http://1daylater.com,Curated Web|Tracking,43811,closed,AUS,2,Sydney,Newcastle,2,26-08-2009,01-05-2009,01-10-2009
/organization/1daymakeover,1DayMakeover,http://www.1daymakeover.com,Cosmetics|E-Commerce|Fashion|Lifestyle|Personal Health|Shopping,50000,closed,USA,CA,"Orange County, California",Santa Ana,1,30-06-2008,30-06-2008,30-06-2008
/organization/1doc3,1doc3,http://www.1doc3.com,Health and Wellness|Health Care|Internet|SMS,37639,operating,COL,34,Bogota,Bogotá,1,01-11-2013,21-05-2014,21-05-2014
/organization/1docway,1DocWay,http://1docway.com,Doctors|Health Care|Health Care Information Technology|Video|Video Chat,1700000,acquired,USA,NY,New York City,New York,2,01-02-2011,10-08-2011,21-07-2015
/organization/1energy-systems,1Energy Systems,http://1energysystems.com,Software,1450000,operating,USA,WA,Seattle,Seattle,1,01-01-2010,22-04-2013,22-04-2013
/organization/1eq,Babyscripts,http://www.getbabyscripts.com,Health and Wellness|Mobile Health,2100000,operating,USA,DC,"Washington, D.C.",Washington,3,08-03-2013,11-03-2013,10-04-2015
/organization/1jiajie,1jiajie,http://www.1jiajie.com,E-Commerce,4163132,operating,CHN,22,Beijing,Beijing,2,,01-09-2013,16-09-2014
/organization/1lay,1Lay,http://1lay.com,Mobile|Mobile Devices|Mobile Security|Security|Tablets,212000,operating,,,,,2,18-07-2013,30-05-2014,02-11-2015
/organization/1life-healthcare,1Life Healthcare,http://www.1life.com,Health and Wellness|Health Care|Services,30000000,operating,USA,CA,SF Bay Area,San Francisco,1,01-01-2002,21-03-2013,21-03-2013
/organization/1mind,1Mind,http://1mind.com,Social Media,500000,operating,USA,NH,"Manchester, New Hampshire",Hampton Falls,1,01-01-2011,05-08-2013,05-08-2013
/organization/1mpact-revolution-powering-helpfreely-org,1mpact Revolution - Powering Helpfreely.org,http://www.1mpactrevolution.com,Non Profit|Online Shopping|Social Fundraising,761234.4732,operating,ESP,53,Las Palmas De Gran Canaria,Las Palmas De Gran Canaria,4,01-09-2013,10-09-2013,01-11-2015
/organization/1mxians,1mxians,http://www.1mxian.com/,,15000000,operating,CHN,22,Beijing,Beijing,1,01-01-2014,02-12-2015,02-12-2015
/organization/1o1media,1o1Media,http://www.1o1media.com,Content|Distribution|Film|Marketplaces|Monetization|Photography|Video|Video on Demand,-,operating,,,,,1,01-01-2012,01-10-2013,01-10-2013
/organization/1rebel,1Rebel,http://1rebelco.uk,Fitness,2572969,operating,GBR,H9,London,London,1,,01-09-2014,01-09-2014
/organization/1ring,1Ring,http://www.1ring.com,Advertising|Contests|Curated Web|Games|Mobile|Music|News|Sales and Marketing|Startups|Television,-,operating,,,,,1,01-05-2009,21-02-2011,21-02-2011
/organization/1rp-media,1RP Media,,,-,operating,USA,CA,Los Angeles,Los Angeles,1,01-01-2011,29-06-2012,29-06-2012
/organization/1sdk,1SDK,http://www.1sdk.com,Mobile|Mobile Analytics|Predictive Analytics|SaaS,156000,operating,,,,,2,25-01-2013,05-08-2013,02-09-2013
/organization/1spire,1spire,http://bitmado.com,Manufacturing,30000,operating,USA,TX,Houston,Houston,1,01-10-2011,20-12-2011,20-12-2011
/organization/1st-choice-lawn-care,1st Choice Lawn Care,,Landscaping|Services,-,operating,USA,LA,Shreveport,Bossier City,1,01-08-2012,22-07-2012,22-07-2012
/organization/1st-merchant-funding,1st Merchant Funding,https://www.1stmerchantfunding.com/,Financial Services|FinTech,10000000,operating,USA,FL,Miami,Miami,1,01-01-2007,07-05-2014,07-05-2014
/organization/1stdibs,1stdibs,http://www.1stdibs.com,E-Commerce,117000000,operating,USA,NY,New York City,New York,5,01-01-2001,03-11-2011,09-09-2015
/organization/1stgig-com,1stGig.com,http://www.1stgig.com,E-Commerce,750000,operating,USA,NY,"Albany, New York",Saratoga Springs,1,01-08-2009,01-10-2012,01-10-2012
/organization/1v1-draft-gaems,1V1 DRAFT GAEMS,http://1V1GRAFTGAMES.COM,,-,operating,USA,NC,Asheville,Asheville,1,19-09-2014,28-08-2014,28-08-2014
/organization/1world-online,1World Online,http://1worldonline.com,Analytics|Big Data|Enterprise Software|Market Research|Mobile|Software,4000000,operating,USA,CA,SF Bay Area,San Jose,3,01-12-2011,02-07-2013,13-08-2015
/organization/2-ladoshki,2 Ladoshki,,,-,operating,,,,,1,,24-12-2013,24-12-2013
/organization/2-minutes,2 Minutes,http://www.2minutes.fr,Games,1660000,operating,FRA,A8,Paris,Paris,1,01-10-2000,19-06-2008,19-06-2008
/organization/2-ngage-u,2NGageU,http://www.2ngageu.com,Consumers|Entertainment|Games|Internet|MMO Games|Mobile|Mobile Social|Social + Mobile + Local|Social Network Media|Women,58000,operating,USA,VT,VT - Other,Williston,1,26-12-2011,12-04-2012,12-04-2012
/organization/2-observe,2-Observe,http://www.2-observe.be/,Design|Health and Wellness|Health Care|Hospitals|Medical Devices,204189,operating,BEL,4,BEL - Other,Ferrières,1,01-01-2010,25-06-2014,25-06-2014
/organization/2-pro-media-group,2 Pro Media Group,http://www.2pro.hk,Digital Media|Marketing Automation|Media,41250,operating,,,,,1,01-01-2011,01-01-2014,01-01-2014
/organization/20-20-gene-systems-inc,20/20 Gene Systems Inc.,http://2020gene.com,Biotechnology|Health Diagnostics,4345427,operating,USA,MD,"Washington, D.C.",Rockville,3,01-05-2000,25-09-2012,30-10-2015
/organization/20-20-mobile,20:20 Mobile,http://www.2020mobile.com,Mobile,29750000,operating,IRL,23,IRL - Other,Cree,1,01-09-2006,04-07-2008,04-07-2008
/organization/2080-media,2080 Media,,News,51507046,operating,USA,GA,Atlanta,Atlanta,7,01-01-2008,05-08-2010,30-11-2015
/organization/20lines,20lines,http://20lines.com,Curated Web|Education|Parenting|Publishing,1236454,operating,ITA,20,Roncade,Roncade,3,01-01-2012,15-11-2012,01-06-2014
/organization/20n,20n,http://20n.com/,Technology,2220000,operating,USA,CA,SF Bay Area,San Francisco,2,,01-12-2014,01-05-2015
/organization/20x200,20x200,http://www.20x200.com,Art|E-Commerce|Social Commerce,2800000,operating,USA,NY,New York City,New York,2,01-09-2007,01-10-2009,01-08-2010
/organization/2100b-com-llc,2100b Sausalito LLC.,http://2100b.com,Advertising|Direct Marketing|Social Media,50000,closed,USA,CA,SF Bay Area,Sausalito,2,15-06-2011,01-01-2013,01-01-2013
/organization/21cake-food-co,21Cake Food Co.,http://www.21cake.com,Delivery|Hospitality|Manufacturing,1464128,operating,CHN,22,Beijing,Beijing,1,01-01-2004,22-01-2010,22-01-2010
/organization/21diamonds-india,21Diamonds,http://www.21diamonds.de,E-Commerce,6369507,operating,IND,10,New Delhi,Gurgaon,1,01-06-2012,15-11-2012,15-11-2012
/organization/21e6,21 Inc,https://21.co,Big Data|Bitcoin|Hardware + Software|Technology,121050000,operating,USA,CA,SF Bay Area,San Francisco,2,01-05-2013,17-11-2013,10-03-2015
/organization/21grams,21GRAMS,http://www.21grams.se,Software,2580000,operating,SWE,26,Stockholm,Stockholm,1,,03-04-2006,03-04-2006
/organization/21st-century-oncology,21st Century Oncology,http://21stcenturyoncology.com,Health and Wellness,325000000,operating,USA,FL,Fort Myers,Fort Myers,1,,26-09-2014,26-09-2014
/organization/21vianet,21viaNet,http://www.ch.21vianet.com,Software|Web Hosting,396000000,ipo,CHN,22,Beijing,Beijing,5,16-10-2009,13-02-2008,04-12-2014
/organization/22nd-century-group,22nd Century Group,http://www.xxiicentury.com,Biotechnology,15034750,ipo,USA,NY,NY - Other,Clarence,6,01-01-1998,28-12-2010,18-09-2014
/organization/22seeds,22seeds,http://www.22seeds.com,Android|Apps|Internet|iPhone|Mobile|Sales and Marketing|Software|Web Development|Web Tools,250000,closed,ISR,5,Tel Aviv,Tel Aviv,1,01-01-2010,15-10-2013,15-10-2013
/organization/2345-com,2345.com,http://www.2345.com,Software,1610541,operating,CHN,23,Shanghai,Shanghai,2,01-09-2005,01-05-2010,01-10-2010
/organization/2359-media,2359 Media,http://www.2359media.com,Mobile,615000,operating,SGP,,Singapore,Singapore,1,01-02-2009,11-01-2011,11-01-2011
/organization/23andme,23andMe,http://23andme.com,Biotechnology|Search,227049900,operating,USA,CA,SF Bay Area,Mountain View,8,01-04-2006,02-11-2005,03-07-2015
/organization/23press,23press,http://www.23press.com,Blogging Platforms|Software,50000,operating,CAN,ON,Toronto,Toronto,1,01-06-2011,15-08-2011,15-08-2011
/organization/24-7-card,24/7 Card,http://www.247card.com,Finance,3452941,closed,USA,CA,Los Angeles,Los Angeles,3,,25-10-2010,21-12-2011
/organization/24-7-customer,[24]7,http://247-inc.com,Customer Service|Predictive Analytics|Services|Software|Technology,-,operating,USA,CA,SF Bay Area,Campbell,1,01-04-2000,01-07-2003,01-07-2003
/organization/24-hour-pro-muscle-gym,24 Hour Pro Muscle Gym,http://24hourpromusclegym.com,Sports,-,operating,USA,FL,Florida's Space Coast,Rockledge,1,15-07-2014,23-10-2014,23-10-2014
/organization/24-media-network,24 Media Network,http://nyheter24.se,News,1209701,operating,SWE,26,Stockholm,Stockholm,2,,01-09-2008,01-01-2009
/organization/24-quan,24 Quan,,Real Estate,-,operating,,,,,2,,01-05-2010,01-11-2011
/organization/247-learning-private,24x7 Learning,http://www.24x7learning.com,EdTech|Education|Systems,4000000,operating,IND,19,Bangalore,Bangalore,1,01-01-2001,06-11-2007,06-11-2007
/organization/247-techies,247 Techies,http://www.247techies.com,Hardware + Software,600000,operating,USA,NY,New York City,New York,1,,05-11-2012,05-11-2012
/organization/248-solidstate,248 SolidState,,Computers|Software|Technology,500000,operating,USA,CA,Los Angeles,Rolling Hills Estates,1,01-01-2007,23-07-2009,23-07-2009
/organization/24fab,24fab,https://www.24fab.com/,,-,operating,ESP,29,Madrid,Madrid,2,,11-09-2014,20-07-2015
/organization/24fundraiser-com,24Fundraiser.com,http://www.24Fundraiser.com,Non Profit|Social Fundraising,400000,operating,USA,IL,Chicago,Willowbrook,1,01-08-2007,01-05-2014,01-05-2014
/organization/24h00,24h00,http://www.boosket.com/,Advertising|E-Commerce|Marketing Automation,-,closed,FRA,A8,Paris,Paris,1,01-01-2006,01-08-2006,01-08-2006
/organization/24i,24i,http://www.24i.com/,Internet,2000000,operating,NLD,7,Amsterdam,Amsterdam,1,01-01-2009,10-04-2015,10-04-2015
/organization/24m-technologies,24M Technologies,http://24-m.com,Clean Technology,16000000,operating,USA,MD,Salisbury,Cambridge,1,01-01-2010,16-08-2010,16-08-2010
/organization/24me,24me,http://www.twentyfour.me,Artificial Intelligence|Big Data|Marketplaces|Productivity,-,operating,,,,,1,01-01-2013,02-05-2014,02-05-2014
/organization/24med-sp,24med Sp,,,-,closed,,,,,1,,01-01-2008,01-01-2008
/organization/24pagebooks,24PageBooks,http://24pagebooks.com,Software,50000,closed,USA,NY,"Rochester, New York",Rochester,1,01-01-2010,24-05-2011,24-05-2011
/organization/24symbols,24Symbols,http://www.24symbols.com,Software|Textbooks,2942768.889,operating,ESP,29,Madrid,Madrid,3,07-08-2010,20-10-2010,15-05-2013
/organization/24tidy,24tidy,http://24tidy.com,Services,1856561,operating,CHN,,,,2,,27-12-2013,14-07-2014
/organization/250ok,250ok,http://250ok.com,Software,300000,operating,USA,IN,Indianapolis,Indianapolis,2,01-01-2012,01-09-2012,01-03-2014
/organization/25eight,25eight,http://25eightsoftware.com,DIY|Electronics|Software,25000,closed,USA,CA,SF Bay Area,San Francisco,1,,26-01-2010,26-01-2010
/organization/265-network,265 Network,http://www.265.com,Software,2000000,operating,CHN,22,Beijing,Beijing,1,01-01-2004,01-12-2004,01-12-2004
/organization/27-bards,27 bards,http://27bards.com,Software|Tourism,-,operating,USA,CA,SF Bay Area,Stanford,1,01-01-2011,06-11-2012,06-11-2012
/organization/27-perry,27 Perry,http://www.27perry.com,E-Commerce|Finance|Marketplaces,118000,closed,USA,CO,Denver,Boulder,1,25-07-2012,17-05-2012,17-05-2012
